ID	Value
TMED856	உடல்நிலை\N_NN சரியில்லாததால்\V_VM_VNF நேற்று\N_NST மும்பை\N_NNP மருத்துவமனையில்\N_NN பிபாஷா\N_NNP பாசு\N_NNP அனுமதிக்கப்பட்டார்\V_VM_VF .\RD_PUNC
TMED857	பிபாஷா\N_NNP பாசுவின்\N_NNP ராஸ்\N_NN 3\QT_QTC படம்\N_NN வெளியாகி\V_VM_VNF வசூலில்\N_NN கலக்கியெடுக்கிறது\V_VM_VF .\RD_PUNC படத்தின்\N_NN வெற்றிக்கு\N_NN காரணம்\N_NN பிபாஷா\N_NNP என்று\CC_CCS_UT பாரபட்சம்\N_NN இல்லாமல்\RP_NEG எல்லோரும்\N_NN பாராட்டுகிறார்கள்\V_VM_VF .\RD_PUNC
TMED858	தொடர்ந்த\JJ படப்பிடிப்பு\N_NN ,\RD_PUNC ராஸ்\N_NN 3\QT_QTC படத்தின்\N_NN பிரமோஷனில்\RD_RDF தொடர்ச்சியாக\RB பங்கேற்றது\V_VM_VNF என்று\CC_CCS_UT பிபாஷாவின்\N_NNP உடல்நிலை\N_NN சில\QT_QTF நாட்களாகவே\RB சரியில்லை\V_VM என்கிறார்கள்\N_NN .\RD_PUNC
TMED859	ராம்\N_NNP கோபால்\N_NNP வர்மாவுக்கு\N_NNP இது\PR_PRP பெயர்\N_NN பிரச்சனை\N_NN நேரம்\N_NN .\RD_PUNC
TMED86	`\RD_PUNC `\RD_PUNC சரி\N_NN ,\RD_PUNC சொல்றேன்\V_VM_VNF `\RD_PUNC `\RD_PUNC என்ற\CC_CCS_UT தாத்தா\N_NN ,\RD_PUNC சொல்ல\V_VM_VINF ஆரம்பித்தார்ன்\V_VM_VF .\RD_PUNC `\RD_PUNC `\RD_PUNC குழந்தைகளா\N_NN !\RD_PUNC ஒரு\JJ சின்ன\JJ பாட்டி\N_NN வடை\N_NN சுடத்\V_VM_VINF தயாரானாங்க\V_VM_VF .\RD_PUNC
TMED860	சத்யா\N_NNP படத்தின்\N_NN இரண்டாம்\QT_QTO பாகத்துக்கு\N_NN சத்யா\N_NNP 2\QT_QTC என்று\CC_CCS_UT வர்மா\N_NNP பெயர்\N_NN வைத்ததை\V_VM_VNF சத்யா\N_NNP படத்தின்\N_NN தயாரிப்பாளர்\N_NNV அனுமதிக்கவில்லை\V_VAUX .\RD_PUNC இந்நிலையில்\N_NN வேறொரு\JJ பஞ்சாயத்து\N_NN .\RD_PUNC
TMED861	இந்திப்\N_NN படவுலகின்\N_NN மாஸ்டர்களில்\RD_RDF ஒருவரான\JJ ரமேஷ்\N_NNP சிப்பி\N_NNP 17\QT_QTC வருடங்களுக்குப்\N_NN பிறகு\PSP படம்\N_NN இயக்குகிறார்\V_VM_VF
TMED862	இந்த\DM_DMD முறை\N_NN அவர்\PR_PRP இயக்கப்\V_VM_VINF போவது\V_VM_VNG ஒரு\JJ த்ரில்லரை\N_NN .\RD_PUNC
TMED863	மும்பை\N_NNP மலாடில்\N_NNP உள்ள\JJ ரிலையன்ஸ்\RD_RDF டிஜிட்டல்\RD_RDF ஸ்டோருக்கு\RD_RDF ஹிந்தித்\N_NN திரைப்படம்\N_NN பார்ஃபியின்\N_NN யூடியூப்\N_NN அறிமுகத்திற்காக\RB ஆகஸ்ட்\N_NN 31ஆம்\QT_QTO தேதி\N_NN அன்று\N_NST வருகை\N_NN தந்தார்\V_VM_VF .\RD_PUNC
TMED864	ஜெய்பூரில்\N_NNP உள்ள\JJ மனுபாசனா\N_NNP மாலில்\N_NNP உள்ள\JJ ரிலையன்ஸ்\N_NN டிஜிட்டல்\N_NN ஸ்டோருக்கு\N_NN பாலிவுட்\RD_RDF நட்சத்திரங்களான\JJ எம்ரான்\N_NNP ஹஷ்மி\N_NNP ,\RD_PUNC பிபாஷா\N_NNP பாசு\N_NNP ,\RD_PUNC இஷா\N_NNP குப்தா\N_NNP ஆகியோர்\N_NN கடந்த\JJ மாதம்\N_NN 30ஆம்\QT_QTO தேதி\N_NN ராஸ்\N_NN 3\QT_QTC பட\JJ விளம்பரத்தை\N_NN ஒட்டி\V_VM_VNF வருகை\N_NN தந்தனர்.\V_VM_VF
TMED865	சென்ற\JJ வார\JJ இறுதியில்\N_NN அதாவது\CC_CCS ஏக்\N_NN தா\N_NN டைகரின்\N_NN இரண்டாவது\QT_QTO வார\N_NN இறுதியில்\N_NN -\RD_PUNC வெள்ளி\N_NN ,\RD_PUNC சனி\N_NN ,\RD_PUNC ஞாயிறு\N_NN தினங்களில்\N_NN இந்தியாவில்\N_NNP மட்டும்\CC_CCS 30\QT_QTC .\RD_PUNC 62\QT_QTC கோடிகளை\N_NN வசூலித்துள்ளது\V_VAUX .\RD_PUNC
TMED866	இந்தியில்\N_NN வித்தியாசமான\JJ கதைகளுடன்\N_NN அசத்துகிறார்கள்\V_VM_VF .\RD_PUNC
TMED867	பொலிடிகல்\RD_RDF த்ரில்லர்\N_NN ,\RD_PUNC விந்து\N_NN தானம்\N_NN செய்கிறவனின்\V_VM_VNF கதை\N_NN இப்போது\N_NST பிரா\N_NN விற்பனையாளரின்\N_NN காதல்\N_NNV கதை\N_NN .\RD_PUNC
TMED868	Shirin\N_NN Farhad\N_NN Ki\N_NN Toh\N_NN Nikal\N_NN Padi\N_NN படத்தில்\N_NN பொமன்\N_NNP இரானி\N_NNP பிரா\N_NN விற்பனையாளர்\N_NNV ,\RD_PUNC அவர்\PR_PRP காதலிப்பது\V_VM_VNG ஃபராகானை\N_NNP .\RD_PUNC ஆமாம்\N_NN ,\RD_PUNC நடன\JJ இயக்குனராக\RB இருந்து\PSP மேன்\N_NNP ஹு\N_NNP னா\N_NNP ,\RD_PUNC ஓம்\N_NN சாந்தி\N_NN ஓம்\N_NN படங்களை\N_NN இயக்கியவர்\N_NNV .\RD_PUNC
TMED869	ஒரு\JJ படம்\N_NN தறுதலை\N_NN என்பதை\CC_CCS_UT ரசிகர்கள்\N_NN முதல்\QT_QTC நாளே\N_NN எப்படி\PR_PRQ கண்டுபிடிக்கிறார்களோ\V_VM_VF
TMED87	அடுப்பு\N_NN எரியலே\V_VM_VF .\RD_PUNC ஏன்னா\PR_PRQ ...\RD_PUNC ஈர\JJ விறகு\N_NN !\RD_PUNC பாட்டி\N_NN ஊதாங்குழல்\N_NN எடுத்து\V_VM_VNF `\RD_PUNC ஊ\RP_INJ ...\RD_PUNC ஊன்னு\RP_INJ ’\N_NN ஊதுனாங்க.\V_VM_VF ம்\N_NN ஹூம்\N_NN !\RD_PUNC அப்பவும்\N_NST புகை\N_NN தான்\RP_RPD வந்துச்சு\V_VM_VF .\RD_PUNC
TMED870	படம்\N_NN சரியில்லை\V_VM_VNF என்றால்\CC_CCS_UT முதல்\QT_QTC நாளே\N_NN தியேட்டர்கள்\N_NN காற்று\N_NN வாங்குகின்றன\V_VM_VF
TMED871	இது\PR_PRP தமிழகத்துக்கு\N_NNP பொருந்துமா\V_VM_VNF தெரியவில்லை\V_VAUX .\RD_PUNC சகுனி\N_NN ,\RD_PUNC அட்டகத்தி\N_NN போன்ற\JJ மொக்கைகள்\N_NN இங்கு\N_NST சக்கைப்போடு\N_NN போடுகின்றன\V_VM_VF .\RD_PUNC
TMED872	பாலிவுட்\RD_RDF திரைப்படம்\N_NN ``\RD_PUNC பர்ஃபியின்\N_NNP ``\RD_PUNC யூடியூப்\N_NN வீடியோ\RD_RDF இணையதள\JJ அறிமுக\JJ நிகழ்ச்சியை\N_NN ஒட்டி\V_VM_VNF மலாதில்\N_NNP உள்ள\JJ ரிலையன்ஸ்\N_NN டிஜிட்டல்\N_NN ஸ்டோர்\N_NN இன்ஃபினிட்டி\N_NN பேரங்காடிக்கு\N_NN நட்சத்திரங்கள்\N_NN ரன்பீர்\N_NNP கபூர்\N_NNP ,\RD_PUNC பிரயங்கா\N_NNP சோப்ரா\N_NNP ஆகியோர்\N_NN நாளை\N_NN (\RD_SYM 31\QT_QTC ஆகஸ்ட்\N_NN )\RD_SYM மதியம்\N_NN 1\QT_QTC .\RD_PUNC 30\QT_QTC மணி\N_NN அளவில்\N_NN வருகை\N_NN தருகின்றனர்\V_VM_VF .\RD_PUNC
TMED873	பாலிவுட்\N_NN திரைப்படமான\N_NN `\RD_PUNC ராஸ்\N_NN 3யில்\QT_QTO `\RD_PUNC நடிக்கும்\JJ நட்சத்திரங்களான\N_NN எம்ரான்\N_NNP ஹஷ்மி\N_NNP ,\RD_PUNC பிபாஷா\N_NNP பாசு\N_NNP ,\RD_PUNC இஷா\N_NNP குப்தா\N_NNP ஆகியோர்\N_NN ரிலையன்ஸ்\N_NN டிஜிட்டல்\N_NN ஸ்டோர்\N_NN ஜெய்ப்பூரில்\N_NNP உள்ள\JJ மனுபாசனா\N_NNP பேரங்காடிக்கு\N_NN வருகை\N_NN தந்தனர்\V_VM_VF .\RD_PUNC
TMED874	படத்தின்\N_NN விளம்பரத்திற்காக\RB இவர்கள்\PR_PRP வருகை\N_NN தந்துள்ளனர்\V_VAUX .\RD_PUNC
TMED875	ராஸ்\N_NN 3\QT_QTC என்ற\CC_CCS_UT ஹிந்தி\N_NN திரைப்படத்திற்கான\N_NN விளம்பரம்\N_NN தொடர்பாக\RB அகமதாபாத்தில்\N_NNP உள்ள\JJ ரிலையன்ஸ்\N_NN டிஜிட்டல்\N_NN ஸ்டோரின்\N_NN கிளையான\JJ பஞ்ச்வதி\N_NNP ஸ்டோரில்\N_NN அப்படத்தின்\N_NN நட்சத்திரங்கள்\N_NN நேற்று\N_NST (\RD_SYM 29\QT_QTC ஆகஸ்ட்\N_NN )\RD_SYM வருகை\N_NN தந்தனர்\V_VM_VF .\RD_PUNC
TMED876	செப்டம்பர்\N_NN 21\QT_QTC கரீனா\N_NNP கபூர்\N_NNP நடித்திருக்கும்\V_VM_VNF மதுர்\N_NNP பண்டார்காவின்\N_NNP ஹீரோயின்\RD_RDF வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED877	இந்நிலையில்\N_NN டெல்லி\N_NNP உயர்நீதிமன்றத்தில்\N_NN வழக்கு\N_NN ஒன்றை\QT_QTO படத்தின்\N_NN தயாரிப்பாளர்கள்\N_NN தொடுத்துள்ளனர்\V_VAUX .\RD_PUNC
TMED878	ஐந்து\QT_QTC நாட்களில்\N_NN 100\QT_QTC கோடியை\N_NN கடந்த\JJ சல்மான்கானின்\N_NNP ஏக்\N_NN த\N_NN டைகர்\N_NN 12\QT_QTC தினங்களில்\N_NN 210\QT_QTC கோடியை\N_NN கடந்து\V_VM_VNF சாதனைப்\N_NN படைத்திருக்கிறது\V_VAUX .\RD_PUNC
TMED879	சமீபத்தில்\N_NN மறைந்த\JJ கேமராமேன்\RD_RDF அசோக்\N_NNP மேத்தாவுக்கு\N_NNP மரியாதை\N_NN செலுத்தும்\V_VM_VNF விதமாக\RB ஒரு\JJ நாளை\N_NN செலவிட\V_VM_VINF தீர்மானித்துள்ளார்\V_VM_VNF பிரபல\JJ இயக்குனர்\N_NN சுபாஷ்\N_NNP கைய்\N_NNP .\RD_PUNC
TMED88	அப்போது\N_NST ,\RD_PUNC மரத்து\N_NN மேல\PSP வந்து\V_VM_VNF உட்கார்ந்த\V_VM_VNF ஒரு\JJ காகம்\N_NN ,\RD_PUNC `\RD_PUNC கா\RP_INJ ...\RD_PUNC கா\RP_INJ ’\N_NN எனக்\CC_CCS_UT கத்திச்சு\V_VM_VF .\RD_PUNC பாட்டிக்குக்\N_NN கோபம்\N_NN !\RD_PUNC
TMED880	ஹீரோயின்\RD_RDF படத்தில்\N_NN கரீனா\N_NNP கபூரின்\N_NNP கவர்ச்சி\N_NN ஸ்டில்களும்\RD_RDF ,\RD_PUNC புகைப்படிக்கும்\N_NN காட்சியும்\N_NN ஏற்கனவே\RB சர்ச்சையை\N_NN கிளப்பியுள்ள\JJ நிலையில்\N_NN மேலும்\CC_CCD ஒரு\JJ சர்ச்சை\N_NN உருவெடுத்திருக்கிறது\V_VAUX .\RD_PUNC
TMED881	அமெரிக்காவில்\N_NNP அமீர்கான்\N_NNP கேட்டாக\RB ,\RD_PUNC லடாக்கில்\N_NN ஷாருகான்\N_NNP கேட்டாக\RB என்று\CC_CCS_UT இன்றைய\JJ தேதியில்\N_NN கத்ரினா\N_NNP கைப்பால்\N_NN மட்டுமே\PSP சொல்ல\V_VM_VINF முடியும்\V_VAUX .\RD_PUNC
TMED882	உண்மையாகவே\RB இரண்டு\QT_QTC பேரும்\N_NN கத்ரினாவுக்காக\N_NNP காத்திருக்கிறார்கள்\V_VAUX .\RD_PUNC ஆனால்\CC_CCS அவரோ\PR_PRP சண்டைப்\N_NN பயிற்சியில்\N_NN தீவிரமாக\RB இருக்கிறார்\V_VM .\RD_PUNC
TMED883	இந்த\DM_DMD இடத்தில்\N_NN டபுள்\RD_RDF டமாக்கா\RD_RDF என்பதை\CC_CCS_UT டபுள்\RD_RDF சந்தோஷம்\N_NN என்று\CC_CCS_UT பொருள்\N_NN கொள்ள\V_VM_VINF வேண்டும்\V_VAUX .\RD_PUNC
TMED884	எம்ரான்\N_NNP ஹஸ்மியின்\N_NNP இரட்டை\QT_QTO சந்தோஷம்\N_NN எது\PR_PRP ?\RD_PUNC
TMED885	ராஜ்குமார்\N_NNP ஹிரானி\N_NNP அமீர்கான்\N_NNP நடிக்கும்\JJ புதிய\JJ படத்தை\N_NN இயக்குகிறார்\V_VM_VF .\RD_PUNC
TMED886	இந்தப்\DM_DMD படத்தில்\N_NN இம்ரான்\N_NNP கானும்\N_NNP நடிக்கிறார்\V_VM_VNF என்று\CC_CCS_UT ஒரு\JJ சாரார்\N_NN கூறி\V_VM_VNF வருகின்றனர்\V_VM_VF .\RD_PUNC
TMED887	ஹிரானி\N_NNP இம்ரான்\N_NNP கானை\N_NNP சந்தித்து\V_VM_VNF பேசியதாகவும்\RB செய்தி\N_NN வெளியானது\V_VM_VF சில\QT_QTF ஊடகங்களில்\N_NN .\RD_PUNC இதனை\PR_PRP ஹிரானியும்\N_NNP ,\RD_PUNC இம்ரான்\N_NNP தரப்பும்\N_NN மறுத்துள்ளது\V_VAUX .\RD_PUNC
TMED888	சல்மான்கானின்\N_NNP ஏக்\N_NN தா\N_NN டைகர்\N_NN ஐந்து\QT_QTC தினங்களில்\N_NN 100\QT_QTC கோடியைத்\N_NN தாண்டி\V_VM_VNF வசூல்\N_NN செய்திருக்கிறது\V_VAUX .\RD_PUNC
TMED889	இருநூறு\QT_QTC கோடியை\N_NN அனாயாசமாகத்\RB தாண்டும்\V_VM_VNF என்கிறார்கள்\V_VM_VF நிபுணர்கள்\N_NN .\RD_PUNC
TMED89	`\RD_PUNC `\RD_PUNC ஏய்\RP_INJ ...\RD_PUNC திருட்டுப்\N_NN பயலே\N_NN !\RD_PUNC வடையைச்\N_NN சுடறதுக்கு\N_NN முன்னாடியே\N_NST வந்துட்டியா\V_VM_VF ?\RD_PUNC என்\PR_PRP அக்கா\N_NN மாதிரி\N_NN நான்\PR_PRP ஏமாறமாட்டேன்\V_VM_VF .\RD_PUNC
TMED890	சரி\N_NN ,\RD_PUNC அமீர்கானின்\N_NNP 3\QT_QTC இடியட்ஸ்\RD_RDF கலெக்ஷனை\RD_RDF மிஞ்சுமா\V_VM_VF ?\RD_PUNC அதற்கான\JJ வாய்ப்பு\N_NN இல்லை\V_VM_VNF என்பதே\CC_CCS_UT நமது\PR_PRP கணிப்பு\N_NN .\RD_PUNC
TMED891	ஒரு\JJ நடிகரின்\N_NN உச்சபட்ச\JJ வெற்றி\N_NN எதுவாக\RB இருக்கும்\V_VM ?\RD_PUNC எப்படி\PR_PRQ கற்பனை\N_NN செய்தாலும்\V_VM_VNF சல்மான்கானின்\N_NNP வெற்றிக்கு\N_NN அருகில்\N_NN வருமா\V_VM_VNF என்பது\CC_CCS_UT சந்தேகம்\N_NN
TMED892	பாலிவுட்டின்\RD_RDF மூன்று\QT_QTC கான்களில்\N_NNP -\RD_PUNC அமீர்கான்\N_NNP ,\RD_PUNC ஷாருக்கான்\N_NNP ,\RD_PUNC சல்மான்கான்\N_NNP -\RD_PUNC யார்\PR_PRQ பெரியவர்\N_NNV என்ற\CC_CCS_UT கேள்வி\N_NN வந்த\V_VM_VNF போது\RD_RDF தொடர்\N_NN ஹிட்களால்\RD_RDF அந்தக்\DM_DMD கேள்வியையே\N_NN அபத்தமாக்கினார்\V_VM_VF சல்மான்கான்\N_NNP .\RD_PUNC
TMED893	ராஸ்\N_NN 3யில்\QT_QTO பிளாக்\RD_RDF மேஜிக்\RD_RDF செய்பவராக\RB பிபசா\N_NNP பாசு\N_NNP நடித்திருக்கிறார்\V_VAUX .\RD_PUNC
TMED894	படத்தின்\N_NN போஸ்டரில்\RD_RDF ஏறக்குறைய\JJ நிர்வாணமாக\RB போஸ்\RD_RDF தருகிறார்\V_VM_VF .\RD_PUNC
TMED895	பிரகாஷ்\N_NNP ஜாவின்\N_NNP பொலிடிகல்\N_NN த்ரில்லர்\N_NN உள்நாடு\N_NN ,\RD_PUNC வெளிநாடு\N_NN இரண்டிலும்\QT_QTO சக்கைப்போடு\N_NN போட்டது\V_VM_VF .\RD_PUNC
TMED896	அரசியல்\N_NN பெரிய\JJ குடும்பத்தில்\N_NN வாழ்க்கைப்படும்\JJ கத்ரினா\N_NNP கணவர்\N_NN கொல்லப்பட்ட\JJ பின்\N_NST பதவிக்கு\N_NN வருவதுடன்\V_VM_VNG ராஜ்நீதி\N_NN முடிவடையும்\V_VM_VF .\RD_PUNC
TMED897	அப்போது\N_NST அவர்\PR_PRP கர்ப்பமாக\RB இருப்பார்\V_VM .\RD_PUNC அதனை\PR_PRP லீடாக\RB வைத்து\V_VM_VNF பிரகாஷ்\N_NNP ஜா\N_NNP இரண்டாம்\QT_QTO பாகத்தை\N_NN எழுதியிருக்கிறார்\V_VAUX .\RD_PUNC
TMED898	படத்தை\N_NN எடுக்க\V_VM_VINF தெரிந்தால்\V_VM_VNF மட்டும்\PSP போதாது\V_VM_VF .\RD_PUNC இன்றைய\JJ தேதியில்\N_NN அதனை\PR_PRP விற்கத்\V_VM_VINF தெரிந்தவரே\V_VM_VNF மேதை\N_NN .\RD_PUNC அமீர்கான்\N_NNP அதில்\PR_PRP மாமேதை\N_NN
TMED899	ஒவ்வொரு\JJ படத்தையும்\N_NN அவர்\PR_PRP ரசிகர்களிடம்\N_NN கொண்டு\PSP சேர்க்கும்\V_VM_VNF விதம்\N_NN பிரமிப்பானது\V_VM_VF .\RD_PUNC இதற்காக\RB பல\QT_QTF மாதங்களை\N_NN அவர்\PR_PRP எடுத்துக்\V_VM_VNF கொள்வதுண்டு\V_VAUX .\RD_PUNC
TMED9	``\RD_PUNC ``\RD_PUNC ஓர்\JJ உயிரைக்\N_NN காப்பது\V_VM_VNG பெரிய\JJ தர்மம்\N_NN என்பதை\CC_CCS_UT நான்\PR_PRP அறிவேன்\V_VM_VF .\RD_PUNC ஆனால்\CC_CCS ,\RD_PUNC உன்னைக்\PR_PRP காப்பாற்றிய\JJ பிறகு\PSP நான்\PR_PRP உயிருடன்\N_NN இருப்பேன்\V_VM_VNF என்று\CC_CCS_UT என்ன\PR_PRQ நிச்சயம்\N_NN ?\RD_PUNC `\RD_PUNC `\RD_PUNC என்று\CC_CCS_UT புலவர்\N_NN கேட்டார்\V_VM_VF .\RD_PUNC
TMED90	தெரிஞ்சுக்க\V_VM_VINF `\RD_PUNC `\RD_PUNC என்றார்\V_VM_VF பாட்டி\N_NN .\RD_PUNC
TMED900	சர்ச்சையின்\N_NN மொத்த\JJ உருவமாக\RB மாறியிருக்கிறார்\V_VAUX சன்னி\N_NNP லியோன்\N_NNP .\RD_PUNC
TMED901	பப்பி\N_NN ஷேம்\N_NN படத்தில்\N_NN நடித்தவர்\V_VM_VNF என்று\CC_CCS_UT இவரை\PR_PRP கலாச்சார\N_NN காவலர்கள்\N_NN தூற்றுகிறார்கள்\V_VM_VF .\RD_PUNC
TMED902	இளைஞர்கள்\N_NN இணையத்தில்\N_NN இவரின்\PR_PRP மேற்படி\N_NN படங்களை\N_NN தேடி\V_VM_VNF சலிக்கிறார்கள்\V_VM_VF .\RD_PUNC
TMED903	பிரசவத்திற்கு\N_NN பிறகு\PSP முதல்\QT_QTC முறையாக\RB ஐஸ்வர்யா\N_NNP ராய்\N_NNP பச்சன்\N_NNP நடித்துள்ள\JJ விளம்பர\JJ படம்\N_NN வெளியாகியுள்ளது\V_VAUX .\RD_PUNC
TMED904	பழைய\JJ இந்திப்\N_NN படங்களை\N_NN ரீமேக்\RD_RDF செய்யும்\V_VM_VNF ஒரு\JJ கோஷ்டி\N_NN எப்போதும்\N_NST இருந்து\PSP கொண்டே\V_VM_VNF இருக்கிறது\V_VAUX
TMED905	இயக்குனர்\N_NN அபூர்வா\N_NNP லாக்கியாவும்\N_NNP அமிதாப்பச்சன்\N_NNP நடிப்பில்\N_NN 1973ல்\QT_QTO வெளிவந்த\JJ Zanjeer\N_NN படத்தை\N_NN ரீமேக்\RD_RDF செய்து\V_VM_VNF வருகிறார்\V_VM_VF .\RD_PUNC
TMED906	சல்மான்கானுக்கும்\N_NNP சக\JJ நடிகர்கள்\N_NN பலருக்கும்\QT_QTF ஒரு\JJ போதும்\V_VM_VF ஒத்துப்\V_VM_VNF போவதில்லை\V_VAUX .\RD_PUNC
TMED907	இந்த\DM_DMD அலர்ஜி\N_NN லிஸ்டில்\RD_RDF முதலிடத்தை\N_NN பல\QT_QTF வருடங்களாக\RB தக்க\V_VM_VINF வைத்துக்\V_VM_VNF கொண்டிருப்பவர்\V_VM_VNF ஷாருக்கான்\N_NNP .\RD_PUNC
TMED908	ஜிஸம்\N_NN 2\QT_QTC படத்தை\N_NN பிரபல\JJ ப்ளூ\N_NNP ஃபிலிம்\N_NNP நடிகை\N_NN சன்னி\N_NNV லியோனின்\N_NNP கவர்ச்சியை\N_NN நம்பியே\V_VM_VNF எடுத்தார்\V_VM_VF பூஜா\N_NN பட்.\N_NN படம்\N_NN முடிந்துவிட்டது\V_VAUX சன்னியின்\N_NNP தேவையும்\N_NN ஓவர்\RD_RDF
TMED909	சன்னி\N_NNP லியோனிடம்\N_NNP இனி\N_NN காட்ட\N_NN எதுவுமில்லை\V_VM ,\RD_PUNC அதனால்\CC_CCS ஜிஸம்\N_NN 3-ல்\QT_QTO அவரை\PR_PRP எதிர்பார்க்க\V_VM_VINF வேண்டாம்\V_VM_VNF என்று\CC_CCS_UT திட்டவட்டமாக\RB சொல்லிவிட்டார்\V_VAUX பூஜா\N_NN பட்\N_NN .\RD_PUNC
TMED91	அதற்குக்\PR_PRP காகம்\N_NN ,\RD_PUNC `\RD_PUNC `\RD_PUNC பாட்டி\N_NN ...\RD_PUNC நிப்பாட்டு\V_VM_VF !\RD_PUNC நான்\PR_PRP திருட\V_VM_VINF வரலை\V_VM_VF .\RD_PUNC ஹெல்ப்\RD_RDF பண்ண\V_VM_VINF வந்திருக்கேன்\V_VAUX .\RD_PUNC
TMED910	தீபிகா\N_NNP படுகோன்\N_NNP காக்டெயில்\N_NN படத்தில்\N_NN ஆரஞ்ச்\N_NN பிகினியில்\RD_RDF தோன்றும்\JJ காட்சியைப்\N_NN பற்றி\PSP தான்\RP_RPD இப்போது\N_NST பாலிவுட்டில்\RD_RDF அதிகம்\QT_QTF பேசிக்\V_VM_VNF கொள்கிறார்கள்\V_VM_VF .\RD_PUNC
TMED911	ரசிகர்கள்\N_NN ஹிட்டாகவும்\RD_RDF ,\RD_PUNC சக\JJ நடிகைகள்\N_NN தீபிகாவின்\N_NNP ஃபிட்னெஸ்\RD_RDF குறித்து\V_VM_VNF சீகரெட்டாகவும்\RB பேசும்\N_NN விஷயங்களை\N_NN ஓபனாக\RD_RDF அடித்திருக்கிறார்\V_VAUX தீபிகா\N_NNP .\RD_PUNC
TMED912	இந்த\DM_DMD வருடத்தின்\N_NN எதிர்பார்ப்புக்குரிய\JJ படங்களில்\N_NN சன்\N_NN ஆஃப்\N_NN சர்தாரும்\N_NN ஒன்று\QT_QTC
TMED913	சீக்கிய\JJ மொழிப்\N_NN படங்கள்\N_NN வெளிநாட்டு\N_NN பாக்ஸ்\N_NN ஆஃபிஸில்\N_NN இந்திப்\N_NN படங்களுக்கு\N_NN இணையாக\RB கலெக்சன்\RD_RDF பெறுவதால்\V_VM_VNF சர்தார்ஜிக்களை\N_NN கவர\JJ பாலிவுட்\RD_RDF பிரயத்தனம்\N_NN மேற்கொண்டுள்ளது\V_VM .\RD_PUNC
TMED914	பிரபல\JJ மாடல்\N_NN பூஜா\N_NN சல்வியை\N_NN தனது\PR_PRP புதிய\JJ படத்தில்\N_NN ரோஹன்\N_NNP சிப்பி\N_NNP அறிமுகப்படுத்துகிறார்\V_VM_VF
TMED915	சல்வி\N_NNP ரோஹனின்\N_NNP விளம்பரப்\N_NN படங்களில்\N_NN நடித்தவர்\V_VM_VF .\RD_PUNC
TMED916	ஷெர்லின்\N_NNP சோப்ரா\N_NNP இந்திய\JJ திருநாட்டிற்கும்\N_NN அதில்\PR_PRP வசிக்கும்\JJ நூறு\QT_QTC கோடிக்கும்\N_NN அதிமான\JJ மக்களுக்கும்\N_NN லாஸ்\N_NN ஏஞ்சல்ஸ்\N_NN சென்று\V_VM_VNF மிகப்\RP_INTF பெரிய\JJ தியாகம்\N_NN செய்துவிட்டு\V_VM_VNF வந்துள்ளார்\V_VAUX .\RD_PUNC
TMED917	இந்தத்\DM_DMD தியாகத்துக்காக\RB பாரத\N_NN ரத்னா\N_NN விருது\N_NN தர\V_VM_VINF வேண்டும்\V_VM_VNF என்று\CC_CCS_UT ஷெர்லின்\N_NNP டிமாண்ட்\N_NNP வைத்துள்ளார்\V_VAUX .\RD_PUNC
TMED918	மதூர்\N_NN பண்டார்கரின்\N_NN ஹீரோயின்\RD_RDF படத்தில்\N_NN சில\QT_QTF துணிச்சலான\JJ காட்சிகளில்\N_NN கரினா\N_NNP கபூர்\N_NNP நடித்திருக்கிறார்\V_VAUX
TMED919	அதில்\PR_PRP ஒன்று\QT_QTC புகைப்பிடிக்கும்\JJ காட்சி\N_NN .\RD_PUNC இந்தப்\DM_DMD படத்தில்\N_NN கரீனாவுக்கு\N_NNP முன்பாக\RB ஐஸ்வர்யாராய்\N_NNP ஒப்பந்தம்\N_NN செய்யப்பட்டதும்\V_VM_VNF ,\RD_PUNC அவர்\PR_PRP கர்ப்பமாக\RB இருந்ததால்\V_VM_VNF நீக்கப்பட்டு\V_VM_VNF கரீனா\N_NNP உள்ளே\N_NST வந்ததும்\V_VM_VNF நினைவிருக்கலாம்\V_VM .\RD_PUNC
TMED92	உன்னைப்\PR_PRP பார்த்தா\V_VM_VNF எனக்குப்\PR_PRP பாவமா\N_NN இருக்கு\V_VM .\RD_PUNC இந்த\DM_DMD மரத்துல\JJ காய்ஞ்சு\V_VM_VNF போயிருக்கிற\V_VM_VNF சுள்ளிக்\N_NN குச்சிகளை\N_NN ஒடிச்சுப்\V_VM_VNF போடறேன்\V_VM_VF
TMED920	ஏஜென்ட்\RD_RDF வினோத்\N_NNP தந்த\JJ ஏமாற்றத்தை\N_NN காக்டெயில்\N_NN தீர்த்து\V_VM_VNF வைத்திருக்கிறது\V_VAUX எனலாம்\V_VM_VF
TMED921	சைஃப்\N_NNP அலிகான்\N_NNP தீபிகா\N_NNP படுகோன்\N_NNP நடித்திருக்கும்\V_VM_VNF இந்தப்\DM_DMD படம்\N_NN முதல்\QT_QTC வாரத்தில்\N_NN 54\QT_QTC கோடிகளை\N_NN தாண்டி\V_VM_VNF வசூல்\N_NN செய்திருக்கிறது\V_VAUX .\RD_PUNC
TMED922	வெளிநாடுகளில்\N_NN கனத்த\JJ அறுவடை\N_NN .\RD_PUNC
